STT,Ho va ten,Ma sinh vien,Chuyen can,Kiem tra giua ky,Diem BTL,Kiem tra cuoi ky,TBM
342,Ta Cong Khanh,B22DCQT651,9.5,3.2,8.6,6.3,6.9
343,Duong Thi Hieu,B22DCCN542,9.5,2.4,6.3,8.7,6.7
344,Bui Quang Duy,B22DCCN191,7.5,5.5,3.6,4.3,5.2
345,Bui Huu Huy,B22DCMR203,6.5,4.8,2.1,0.6,3.5
346,Do Cong Thao,B22DCBC617,7.0,9.5,6.4,0.0,5.7
347,Dang Quang Hoa,B22DCCN823,8.8,8.1,6.4,5.0,7.1
348,Tran Cong Long,B22DCFT586,9.9,9.9,0.8,6.1,6.7
349,Phan Thi Hieu,B22DCMR137,8.7,2.9,2.1,3.9,4.4
350,Tran Bao Bao,B22DCAT539,8.6,5.1,4.2,9.2,6.8
351,Dang Duc Chau,B22DCFT653,9.9,9.2,3.8,6.0,7.2
352,Hoang Bao Huy,B22DCVT140,6.1,7.4,1.6,2.4,4.4
353,Ngo Duc Son,B22DCKH829,7.0,5.5,3.0,6.7,5.5
354,Bui Dinh Yen,B22DCBC455,6.5,2.9,4.8,8.6,5.7
355,Bui Xuan Hung,B22DCKH765,7.4,5.6,0.4,5.4,4.7
356,Dinh Cong Phong,B22DCVT475,6.0,6.0,1.8,4.9,4.7
357,Le Quang Anh,B22DCVT244,9.1,2.2,6.4,4.4,5.5
358,Vo Duc Tuan,B22DCCN139,7.6,5.1,6.5,7.7,6.7
359,Ho Gia Long,B22DCCN934,7.3,4.1,0.9,9.6,5.5
360,Ngo Huu An,B22DCQT082,8.6,9.5,3.3,1.4,5.7
361,Duong Bao Hoa,B22DCKT095,9.4,2.5,4.3,9.4,6.4
362,Bui Dinh Nam,B22DCCN259,7.6,1.0,4.3,7.8,5.2
363,Ngo Dinh Ngan,B22DCCN010,6.5,1.7,5.1,1.4,3.7
364,Bui Huu Linh,B22DCKT067,7.9,3.4,4.1,2.6,4.5
365,Ly Gia Hai,B22DCVT637,9.1,8.5,2.7,4.9,6.3
366,Vu Huu Thao,B22DCKH456,6.9,6.3,2.6,5.2,5.2
367,Doan Quoc Hoa,B22DCAT962,7.0,7.3,4.9,2.0,5.3
368,Pham Thi Hoa,B22DCMR671,8.0,2.2,8.8,2.5,5.4
369,Doan Van Mai,B22DCMR547,6.8,2.7,4.9,9.1,5.9
370,Ho Minh Chau,B22DCKT631,6.7,5.1,2.9,9.1,6.0
371,Ngo Van Dung,B22DCFT944,9.4,6.8,3.0,8.4,6.9
372,Dang Quoc Binh,B22DCPT212,7.7,1.5,7.4,0.9,4.4
373,Dang Thi Ngan,B22DCPT392,9.0,1.2,4.7,1.2,4.0
374,Dinh Cong Long,B22DCVT251,9.3,4.0,1.7,7.8,5.7
375,Dang Quang Lan,B22DCQT682,9.3,3.3,8.4,3.4,6.1
376,Vo Cong Dung,B22DCAT752,8.4,8.4,6.9,6.5,7.6
377,Phan Dinh Chi,B22DCCN614,7.1,4.1,9.6,8.9,7.4
378,Vu Bao Thao,B22DCFT678,6.0,1.8,0.9,6.4,3.8
379,Pham Van Trang,B22DCAT244,7.0,4.3,5.2,8.8,6.3
380,Nguyen Gia Khanh,B22DCCN599,7.6,8.0,1.1,1.1,4.5
381,Vo Dinh Nhi,B22DCAT818,7.1,1.2,1.3,8.1,4.4
382,Ho Manh Giang,B22DCKT329,9.2,9.1,8.6,0.8,6.9
383,Ngo Gia Trang,B22DCBC614,7.9,5.6,4.6,7.4,6.4
384,Ta Manh Phuc,B22DCQT401,7.6,2.3,0.0,0.1,2.5
385,Phan Dinh Ngoc,B22DCPT450,9.6,0.2,7.5,3.1,5.1
386,Vu Quang Tuan,B22DCBC031,8.0,4.2,7.6,5.5,6.3
387,Huynh Quoc An,B22DCKH157,7.3,0.4,5.9,2.7,4.1
388,Hoang Cong Long,B22DCAT072,7.7,4.6,7.0,5.1,6.1
389,Vu Cong Viet,B22DCVT942,7.2,9.1,5.7,8.4,7.6
390,Vo Quoc Nam,B22DCBC096,8.2,0.1,3.2,1.9,3.4
391,Hoang Manh Viet,B22DCKH360,8.9,9.5,4.1,3.6,6.5
392,Huynh Thi Duy,B22DCKT580,8.0,3.3,3.7,6.0,5.2
393,Do Manh Lan,B22DCAT708,8.3,1.5,4.8,9.4,6.0
394,Vu Thi Trung,B22DCQT792,8.8,2.9,3.2,0.6,3.9
395,Doan Ngoc Hung,B22DCAT904,6.6,2.1,7.1,9.8,6.4
396,Vu Dinh Khanh,B22DCQT964,9.7,4.2,6.2,1.4,5.4
397,Bui Minh Trung,B22DCMR170,6.3,7.3,7.2,2.8,5.9
398,Tran Dinh Ngoc,B22DCPT968,9.0,2.1,7.2,1.2,4.9
399,Phan Manh Ha,B22DCMR978,9.8,8.8,1.2,0.9,5.2
400,Nguyen Quang Tam,B22DCMR326,6.6,7.5,6.0,7.8,7.0
401,Le Dinh Chi,B22DCVT816,6.7,0.5,8.3,9.9,6.3
402,Do Thi Phuc,B22DCQT587,6.6,9.5,8.8,9.6,8.6
403,Do Gia Ngoc,B22DCQT998,9.0,7.0,5.9,8.4,7.6
404,Dinh Thu Viet,B22DCFT919,6.6,6.4,6.2,2.3,5.4
405,Vu Minh Ha,B22DCKH408,8.3,1.1,6.2,5.8,5.4
406,Ly Ngoc Duy,B22DCBC315,8.6,6.3,4.0,8.9,6.9
407,Ta Thu Hieu,B22DCFT559,9.5,6.5,6.0,9.9,8.0
408,Dang Manh Lan,B22DCKT076,9.0,6.8,2.9,7.4,6.5
409,Mai Dinh Tuan,B22DCVT478,8.8,3.0,5.4,8.6,6.5
410,Pham Minh Chau,B22DCPT513,7.5,8.3,5.7,0.3,5.5
411,Dinh Quoc Linh,B22DCKH379,9.4,1.7,4.3,0.9,4.1
412,Le Huu Dung,B22DCPT767,7.7,1.1,9.3,4.8,5.7
413,Le Bao Ngan,B22DCQT617,7.3,3.2,5.6,2.2,4.6
414,Bui Van Tu,B22DCCN220,7.3,8.1,1.6,7.3,6.1
415,Vo Dinh Ngoc,B22DCCN314,7.2,7.2,2.7,4.9,5.5
416,Dinh Gia Thao,B22DCCN774,9.7,9.4,4.0,1.2,6.1
417,Vu Manh Chi,B22DCBC084,7.7,9.3,9.3,1.4,6.9
418,Hoang Dinh Phuc,B22DCCN668,8.5,7.0,4.6,4.6,6.2
419,Mai Xuan Nam,B22DCAT323,7.6,3.6,3.0,2.9,4.3
420,Bui Duc Viet,B22DCCN829,6.3,6.4,4.6,4.6,5.5
421,Ly Quang Ha,B22DCKT447,9.1,1.5,1.7,9.8,5.5
422,Vu Manh Quan,B22DCKH256,8.3,9.4,3.3,5.0,6.5
423,Huynh Cong Giang,B22DCFT630,7.2,2.8,7.3,8.2,6.4
424,Nguyen Van Nga,B22DCCN378,9.7,5.4,3.4,6.2,6.2
425,Vo Thi Trung,B22DCFT641,7.5,8.4,0.1,0.1,4.0
426,Doan Duc Thang,B22DCAT508,9.4,1.4,2.9,2.2,4.0
427,Hoang Huu Hai,B22DCVT438,7.1,0.4,5.2,6.7,4.8
428,Ngo Thi Phong,B22DCAT990,7.3,3.2,2.7,8.2,5.3
429,Nguyen Thi Ly,B22DCVT014,8.0,10.0,2.6,3.6,6.1
430,Hoang Van Nga,B22DCAT337,8.5,7.6,3.8,9.7,7.4
431,Vo Quoc Khanh,B22DCQT923,7.1,7.7,3.3,9.0,6.8
432,Huynh Dinh Nam,B22DCCN581,7.0,0.4,9.1,4.8,5.3
433,Vo Quang Chi,B22DCQT300,8.1,0.1,1.5,9.7,4.8
434,Nguyen Thi Ngan,B22DCKH816,7.9,0.0,9.9,0.1,4.5
435,Bui Thi Quang,B22DCKT330,7.3,3.4,0.0,0.8,2.9
436,Duong Thu Hai,B22DCKT907,7.0,4.6,3.8,7.0,5.6
437,Bui Thanh Lan,B22DCKH945,9.6,8.0,9.3,2.9,7.5
438,Huynh Thu Yen,B22DCQT707,8.1,1.1,1.5,8.6,4.8
439,Ly Bao Ly,B22DCVT750,9.1,4.0,8.7,1.3,5.8
440,Huynh Xuan An,B22DCCN321,7.0,7.2,7.1,0.9,5.5
441,Phan Thi Hoa,B22DCCN135,9.8,6.9,2.0,5.7,6.1
442,Vu Cong Trung,B22DCKH631,8.7,9.5,5.4,2.9,6.6
443,Tran Duc Phuc,B22DCAT800,9.3,0.3,7.9,9.7,6.8
444,Dang Ngoc Giang,B22DCQT665,8.1,0.0,6.0,9.4,5.9
445,Pham Thi Anh,B22DCKT434,6.9,5.9,5.5,6.8,6.3
446,Duong Van Phuong,B22DCPT745,7.6,9.5,1.8,8.5,6.9
447,Duong Bao Huy,B22DCPT053,6.0,3.1,4.7,8.0,5.5
448,Do Van Long,B22DCPT519,7.7,4.8,3.7,3.4,4.9
449,Le Huu Duy,B22DCKH812,7.1,8.7,2.8,1.4,5.0
450,Dinh Xuan Viet,B22DCVT164,7.9,4.6,6.9,9.6,7.2
451,Phan Dinh Thang,B22DCQT546,7.8,7.6,9.1,6.4,7.7
452,Pham Gia Tuan,B22DCCN123,8.2,8.4,4.5,7.6,7.2
453,Dinh Minh Quang,B22DCKT131,6.1,7.1,7.1,1.6,5.5
454,Mai Minh Long,B22DCKH414,7.5,2.3,6.5,8.0,6.1
455,Pham Cong Nhi,B22DCAT289,8.2,6.3,0.6,5.2,5.1
456,Ta Thanh Thao,B22DCQT740,7.8,7.1,5.1,8.0,7.0
457,Dang Minh Nga,B22DCKT768,9.8,2.1,7.4,0.5,5.0
458,Duong Duc Binh,B22DCKT224,7.2,9.0,2.1,4.3,5.7
459,Nguyen Thi Vy,B22DCCN365,9.1,4.5,8.0,1.7,5.8
460,Dinh Cong Son,B22DCVT997,8.2,6.5,8.8,1.0,6.1
461,Vu Ngoc Hung,B22DCPT374,9.3,0.1,1.0,5.7,4.0
462,Le Ngoc Trang,B22DCFT648,8.1,3.8,4.5,4.7,5.3
463,Nguyen Gia Khanh,B22DCKH951,6.1,8.1,2.1,2.4,4.7
464,Dinh Gia Thao,B22DCAT386,8.0,3.6,6.1,4.3,5.5
465,Do Duc Thao,B22DCCN794,9.6,3.0,2.1,7.4,5.5
466,Vo Bao Thao,B22DCCN679,8.7,3.8,4.7,9.1,6.6
467,Duong Dinh An,B22DCKT281,7.0,8.1,5.3,1.8,5.5
468,Ngo Quoc Trang,B22DCKH478,8.8,2.3,8.1,7.2,6.6
469,Tran Gia Vy,B22DCFT596,6.2,6.2,8.9,2.6,6.0
470,Duong Cong Quang,B22DCFT381,8.8,9.3,7.0,7.7,8.2
471,Nguyen Xuan Trang,B22DCMR695,7.5,9.2,0.1,7.4,6.1
472,Le Duc Hieu,B22DCQT465,6.1,7.2,6.4,7.6,6.8
473,Le Van Phuong,B22DCMR178,9.3,6.0,5.1,6.6,6.8
474,Le Gia Ha,B22DCCN395,9.9,4.1,6.7,1.4,5.5
475,Dinh Van Thang,B22DCAT478,6.3,6.9,3.6,6.8,5.9
476,Doan Ngoc Nam,B22DCCN361,7.1,0.0,8.3,7.0,5.6
477,Dinh Ngoc Vy,B22DCFT389,8.1,8.2,0.1,1.1,4.4
478,Ho Manh Bao,B22DCVT303,8.1,9.5,0.2,5.6,5.8
479,Ho Thu Phong,B22DCFT431,8.5,6.4,9.6,5.6,7.5
480,Vo Thu Thang,B22DCFT754,7.9,6.4,2.9,2.0,4.8
481,Duong Van Hai,B22DCKH648,6.7,5.7,7.0,6.8,6.5
482,Ly Ngoc Ngoc,B22DCKT558,6.0,7.2,6.5,1.2,5.2
483,Do Xuan Tu,B22DCQT362,7.5,7.3,6.7,4.4,6.5
484,Do Dinh Giang,B22DCMR374,8.1,0.8,3.2,5.9,4.5
485,Vu Dinh Chi,B22DCFT767,6.4,4.8,3.9,2.4,4.4
486,Mai Bao Hai,B22DCCN568,7.8,6.8,0.1,3.9,4.6
487,Hoang Quang Binh,B22DCMR172,9.5,8.6,1.8,8.3,7.1
488,Ta Xuan An,B22DCVT209,8.9,6.3,3.2,1.0,4.8
489,Ngo Cong Anh,B22DCPT033,6.4,2.5,2.7,9.5,5.3
490,Doan Dinh Long,B22DCBC441,8.1,1.0,4.5,4.2,4.5
491,Ly Huu Trang,B22DCBC146,9.4,2.2,2.5,3.4,4.4
492,Duong Thanh Lan,B22DCFT893,7.1,6.8,3.2,5.9,5.8
493,Mai Quang Huy,B22DCAT646,9.5,9.6,7.2,2.5,7.2
494,Tran Xuan Phuc,B22DCPT835,9.4,7.7,6.9,9.6,8.4
495,Dinh Duc Son,B22DCBC506,7.4,1.9,1.4,2.1,3.2
496,Vu Minh Son,B22DCKH527,8.5,5.5,6.7,1.5,5.5
497,Ta Huu Ly,B22DCKT506,8.8,4.3,8.8,3.6,6.4
498,Ngo Huu Duy,B22DCQT813,6.6,3.4,8.7,4.3,5.8
499,Phan Cong Tam,B22DCCN387,7.2,3.7,5.6,7.7,6.0
500,Dang Duc Linh,B22DCPT830,6.8,8.2,2.3,1.6,4.7
501,Ly Quoc Minh,B22DCFT941,6.5,9.9,2.2,2.5,5.3
502,Mai Thu Anh,B22DCKH733,8.3,0.5,3.1,0.3,3.1
503,Nguyen Quang Anh,B22DCMR618,6.8,6.3,5.0,7.4,6.4
504,Dang Xuan Ngan,B22DCMR875,6.0,7.9,6.8,2.1,5.7
505,Ho Dinh Hung,B22DCCN148,9.1,0.1,1.0,3.7,3.5
506,Dang Thanh Chau,B22DCQT089,6.3,9.3,2.3,2.7,5.2
507,Huynh Thu Hieu,B22DCVT764,6.4,6.2,8.1,8.8,7.4
508,Pham Bao Son,B22DCPT024,7.7,9.3,0.7,3.4,5.3
509,Bui Thu Hoa,B22DCQT283,7.8,0.4,6.4,7.2,5.5
510,Vo Quang Dung,B22DCPT534,8.6,3.1,5.1,8.8,6.4
511,Doan Ngoc Viet,B22DCQT572,7.0,6.4,3.9,3.5,5.2
512,Nguyen Thi Duy,B22DCAT061,9.8,5.6,6.0,5.9,6.8
513,Do Thu Thao,B22DCKH946,9.4,9.4,9.2,1.3,7.3
514,Hoang Quoc Thang,B22DCVT518,8.7,7.6,9.4,4.2,7.5
515,Nguyen Dinh Vy,B22DCAT050,7.2,7.2,9.3,0.8,6.1
516,Vo Minh Phuong,B22DCCN675,6.3,4.3,2.8,7.9,5.3
517,Le Quoc Huy,B22DCVT580,6.8,8.3,6.4,6.8,7.1
518,Dang Huu Hai,B22DCCN502,7.6,8.1,1.8,6.0,5.9
519,Ho Cong Quan,B22DCVT080,6.8,4.2,3.3,3.5,4.5
520,Dinh Van Yen,B22DCMR229,9.9,9.4,8.3,9.2,9.2
521,Ho Dinh Hung,B22DCCN884,9.0,7.3,9.4,9.1,8.7
522,Dang Minh Quang,B22DCMR542,8.4,8.5,1.5,3.0,5.3
523,Le Thanh Hung,B22DCCN615,9.6,0.1,2.7,4.2,4.1
524,Dinh Xuan Tam,B22DCAT558,8.0,1.4,3.3,8.4,5.3
525,Tran Dinh Phuc,B22DCAT532,6.1,8.1,8.6,8.8,7.9
526,Vu Manh Linh,B22DCQT573,6.6,4.7,3.0,9.7,6.0
527,Le Duc Hai,B22DCVT136,8.8,8.3,2.2,1.4,5.2
528,Ly Quoc Son,B22DCKT275,6.0,3.8,7.5,3.2,5.1
529,Vu Thi Binh,B22DCKH116,9.8,8.1,1.5,3.7,5.8
530,Mai Manh Nam,B22DCPT122,6.7,5.8,6.8,5.7,6.2
531,Le Xuan Chau,B22DCPT355,7.2,8.1,2.7,6.5,6.1
532,Huynh Huu Ly,B22DCVT659,7.1,5.5,1.8,3.8,4.5
533,Tran Manh Son,B22DCVT337,8.7,7.4,2.7,0.2,4.8
534,Vo Gia Giang,B22DCBC008,9.0,9.4,4.2,2.5,6.3
535,Pham Thu Hung,B22DCBC043,6.2,8.6,5.3,5.9,6.5
536,Ta Minh Hoa,B22DCFT650,9.4,1.0,2.9,3.3,4.2
537,Ta Thi Thao,B22DCMR380,9.6,5.6,3.7,6.7,6.4
538,Nguyen Manh Tuan,B22DCAT306,6.2,0.4,5.9,5.9,4.6
539,Dinh Van Bao,B22DCMR128,6.2,1.4,4.8,7.7,5.0
540,Dinh Thu Trung,B22DCFT782,8.3,0.9,7.7,1.6,4.6
541,Do Manh Yen,B22DCCN958,8.3,0.7,4.1,1.6,3.7
542,Pham Thi Nhi,B22DCKT860,7.4,1.5,1.1,7.5,4.4
543,Mai Thi Huong,B22DCAT573,7.5,6.1,6.6,6.9,6.8
544,Phan Bao Hai,B22DCKT879,7.0,0.4,3.9,1.2,3.1
545,Nguyen Thu Anh,B22DCKH641,7.1,6.8,1.0,9.2,6.0
546,Dang Xuan Trung,B22DCKH634,7.7,9.5,3.2,6.9,6.8
547,Bui Thi Dung,B22DCKT337,9.9,2.3,5.2,1.4,4.7
548,Le Thu Phuc,B22DCAT531,9.0,3.5,9.3,8.0,7.5
549,Do Huu Tam,B22DCCN903,9.1,4.2,8.3,7.5,7.3
550,Duong Thu Ly,B22DCKT607,8.1,0.1,6.0,6.4,5.2
551,Huynh Quoc Thang,B22DCBC176,8.9,2.8,5.2,9.8,6.7
552,Le Quang Tu,B22DCKH089,6.9,5.7,4.6,6.1,5.8
553,Vu Van Linh,B22DCVT944,9.4,8.7,1.2,7.5,6.7
554,Dang Gia Anh,B22DCFT778,8.4,5.6,4.1,6.5,6.2
555,Tran Huu Linh,B22DCMR336,7.7,0.1,1.1,9.0,4.5
556,Le Duc Huy,B22DCCN862,9.2,7.6,8.7,5.8,7.8
557,Tran Manh Tu,B22DCVT406,9.6,8.3,4.9,2.5,6.3
558,Nguyen Xuan Yen,B22DCBC906,7.7,4.5,6.9,0.3,4.9
559,Mai Bao Chau,B22DCPT869,9.1,4.8,5.2,7.5,6.6
560,Ta Minh Long,B22DCQT880,9.9,3.4,5.7,7.5,6.6
561,Ta Xuan Trung,B22DCKT101,6.9,3.6,2.0,5.0,4.4
562,Tran Quoc Yen,B22DCAT529,7.7,3.4,10.0,1.1,5.6
563,Dinh Manh Ngoc,B22DCVT043,8.2,8.3,0.6,3.2,5.1
564,Tran Minh Quang,B22DCCN001,7.6,1.7,0.9,9.9,5.0
565,Vu Quoc Long,B22DCKH039,8.2,7.1,3.8,0.8,5.0
566,Ho Ngoc Trung,B22DCKH062,9.0,6.0,3.3,4.1,5.6
567,Nguyen Thi Tu,B22DCMR144,9.6,7.4,2.7,1.0,5.2
568,Ngo Minh An,B22DCPT649,9.9,7.2,2.0,6.6,6.4
569,Ta Van Hung,B22DCKT685,7.3,3.9,3.1,5.8,5.0
570,Dang Ngoc Ngoc,B22DCVT490,9.8,9.5,3.9,5.1,7.1
571,Dinh Bao Minh,B22DCBC273,6.1,0.7,5.1,2.3,3.5
572,Nguyen Thi Ngan,B22DCKH274,6.4,5.8,6.6,0.0,4.7
573,Do Dinh Minh,B22DCBC010,8.1,1.3,0.9,5.0,3.8
574,Duong Thi Nam,B22DCVT980,8.4,0.9,5.7,7.1,5.5
575,Le Dinh Hieu,B22DCMR290,6.5,6.8,5.2,5.8,6.1
576,Dinh Thi Viet,B22DCAT132,8.3,2.1,4.2,9.5,6.0
577,Phan Minh Thao,B22DCCN423,6.4,1.8,7.4,0.1,3.9
578,Le Thu Giang,B22DCMR853,8.8,8.1,6.0,3.6,6.6
579,Huynh Duc Phong,B22DCVT421,6.4,9.2,0.9,3.8,5.1
580,Pham Thanh Hieu,B22DCKH186,6.6,2.6,3.8,6.6,4.9
581,Duong Manh Ngoc,B22DCPT075,9.3,3.6,7.6,9.2,7.4
582,Mai Dinh Duy,B22DCKH574,9.5,8.8,9.7,8.7,9.2
583,Doan Gia Mai,B22DCVT207,6.8,0.3,6.4,2.7,4.0
584,Phan Minh Phuc,B22DCVT646,9.3,5.5,7.9,9.6,8.1
585,Le Thu Huy,B22DCKH344,7.2,0.5,7.4,0.2,3.8
586,Phan Bao Viet,B22DCCN470,8.5,8.2,7.8,3.9,7.1
587,Ngo Minh Huong,B22DCQT492,6.4,0.9,8.9,7.6,6.0
588,Ly Quoc Bao,B22DCFT274,6.4,7.6,4.8,7.9,6.7
589,Hoang Huu Hieu,B22DCKT913,7.9,6.9,1.7,7.5,6.0
590,Duong Xuan Phuong,B22DCBC524,7.0,7.4,5.4,7.3,6.8
591,Duong Manh Huy,B22DCVT595,7.6,3.0,9.9,6.2,6.7
592,Do Thi Ly,B22DCCN176,7.3,9.8,7.3,7.2,7.9
593,Vo Quoc Binh,B22DCCN196,6.7,9.4,1.1,7.2,6.1
594,Ho Thu Linh,B22DCCN736,9.3,5.1,2.1,9.7,6.5
595,Ho Quang Phuong,B22DCQT298,8.0,1.5,6.6,3.7,5.0
596,Bui Ngoc Thang,B22DCPT702,6.2,9.7,1.1,6.2,5.8
597,Le Van Khanh,B22DCBC975,7.9,8.9,7.8,0.8,6.4
598,Bui Quoc Phuc,B22DCBC924,6.2,5.7,0.9,1.8,3.7
599,Ly Xuan Giang,B22DCQT565,8.4,7.3,3.2,1.9,5.2
600,Ly Huu Nga,B22DCPT523,7.4,2.6,4.6,6.7,5.3
601,Hoang Manh Ly,B22DCPT383,6.3,7.8,5.3,0.1,4.9
602,Do Gia Trung,B22DCBC688,9.5,2.8,5.8,8.3,6.6
603,Dang Huu Chau,B22DCCN287,6.9,8.0,7.4,0.9,5.8
604,Tran Minh Binh,B22DCFT334,6.7,6.5,0.8,9.6,5.9
605,Ngo Dinh Duy,B22DCFT615,7.2,1.7,5.3,7.0,5.3
606,Doan Huu Yen,B22DCKT628,6.3,7.1,4.0,3.5,5.2
607,Ho Quang Phuc,B22DCCN153,9.7,0.9,5.0,2.8,4.6
608,Le Ngoc Nam,B22DCQT930,9.8,1.8,7.9,8.5,7.0
609,Vu Thi Yen,B22DCVT587,8.2,8.4,9.7,2.7,7.2
610,Nguyen Thanh Nga,B22DCKH652,7.3,5.0,0.3,9.1,5.4
611,Dinh Dinh Vy,B22DCPT548,8.8,4.7,9.0,9.5,8.0
612,Do Minh Dung,B22DCKT469,8.9,6.9,5.7,4.6,6.5
613,Dang Manh Huong,B22DCFT349,8.4,3.7,1.4,3.8,4.3
614,Pham Thanh Quan,B22DCBC288,9.8,1.7,1.4,2.0,3.7
615,Vu Huu Vy,B22DCKH457,9.5,0.9,4.9,6.1,5.3
616,Doan Cong Dung,B22DCKT754,9.1,7.7,7.3,6.7,7.7
617,Bui Quoc Trang,B22DCBC655,7.9,0.1,8.7,3.6,5.1
618,Bui Thi Vy,B22DCQT655,9.6,9.4,3.6,3.9,6.6
619,Ho Bao Phuc,B22DCCN160,8.9,6.8,3.1,7.2,6.5
620,Bui Van Quan,B22DCKT104,7.8,0.7,4.8,2.9,4.0
621,Ly Quang Giang,B22DCKH471,6.5,3.8,4.9,1.0,4.1
622,Dang Bao Thang,B22DCKT283,8.0,9.8,2.8,3.3,6.0
623,Phan Thanh Anh,B22DCBC677,8.2,0.3,0.4,4.7,3.4
624,Nguyen Bao Ly,B22DCFT355,8.1,5.9,0.3,3.1,4.4
625,Nguyen Ngoc Linh,B22DCFT375,6.1,1.3,2.5,2.7,3.1
626,Huynh Bao Giang,B22DCVT077,8.0,0.9,6.1,0.9,4.0
627,Pham Manh Mai,B22DCAT972,9.2,6.0,4.2,7.0,6.6
628,Phan Bao Chi,B22DCPT981,7.4,8.0,8.6,10.0,8.5
629,Hoang Quang Minh,B22DCBC194,7.4,5.9,8.4,8.7,7.6
630,Hoang Quang Linh,B22DCKH501,6.8,5.1,7.7,3.8,5.8
631,Ly Huu Phuc,B22DCVT836,9.0,9.7,3.0,6.9,7.2
632,Mai Quang Trang,B22DCMR781,8.0,6.6,0.7,8.8,6.0
633,Mai Huu Tam,B22DCVT633,7.6,5.2,9.3,2.1,6.1
634,Phan Thi Thang,B22DCBC821,9.8,7.5,8.7,3.4,7.3
635,Ly Van Long,B22DCMR601,7.6,2.0,1.6,6.2,4.3
636,Tran Quoc Trung,B22DCQT640,8.5,6.9,4.6,4.7,6.2
637,Ta Xuan Bao,B22DCPT576,6.8,9.7,6.6,3.7,6.7
638,Duong Ngoc Phuc,B22DCAT099,10.0,3.9,0.6,1.0,3.9
639,Vo Cong Mai,B22DCKH453,8.4,8.3,7.8,5.5,7.5
640,Dang Van Dung,B22DCQT325,9.5,2.9,5.1,8.1,6.4
641,Ly Manh Hung,B22DCFT764,9.0,0.3,4.6,0.9,3.7
642,Doan Thanh Hai,B22DCKT948,7.1,0.5,7.7,5.8,5.3
643,Duong Thu Phuong,B22DCPT820,8.2,1.0,5.0,0.7,3.7
644,Bui Xuan Thang,B22DCFT113,7.3,3.4,2.3,4.5,4.4
645,Phan Thanh Minh,B22DCKT352,9.8,4.1,4.8,9.8,7.1
646,Ho Thanh Bao,B22DCCN649,7.7,1.0,4.2,8.3,5.3
647,Duong Gia Hieu,B22DCVT538,9.7,4.3,8.9,8.9,7.9
648,Doan Huu Tu,B22DCQT712,7.8,7.9,9.0,9.6,8.6
649,Do Minh Lan,B22DCQT508,8.4,10.0,0.5,7.4,6.6
650,Bui Gia Tam,B22DCKH504,7.7,8.6,0.5,5.0,5.5
651,Duong Duc Tu,B22DCMR839,6.4,4.4,2.1,7.5,5.1
652,Pham Thanh Lan,B22DCFT846,8.8,8.1,1.1,2.3,5.1
653,Vo Huu Ha,B22DCAT907,6.3,7.6,0.1,7.8,5.4
654,Le Gia Ha,B22DCKT905,9.6,9.5,6.7,9.1,8.7
655,Ly Thu Phuong,B22DCCN623,7.5,4.1,7.0,8.0,6.7
656,Bui Cong Hung,B22DCKH582,6.3,0.7,2.2,6.2,3.8
657,Vu Thu Ngan,B22DCPT348,6.2,5.7,8.5,1.0,5.3
658,Hoang Duc Nam,B22DCVT064,7.7,3.2,4.7,5.8,5.4
659,Duong Thanh Mai,B22DCFT158,7.7,5.1,8.7,8.9,7.6
660,Dinh Bao Hai,B22DCFT723,8.1,5.8,0.4,8.1,5.6
661,Vo Gia An,B22DCBC765,9.7,4.1,6.1,8.5,7.1
662,Pham Dinh Minh,B22DCFT023,8.3,9.0,6.6,3.1,6.8
663,Vu Bao Yen,B22DCFT345,7.3,1.3,4.2,3.4,4.0
664,Vo Thanh Ly,B22DCPT491,6.0,2.7,2.2,6.2,4.3
665,Ngo Minh Quang,B22DCKT755,7.5,0.7,2.2,4.2,3.6
666,Pham Ngoc Ha,B22DCPT521,7.8,7.2,9.7,1.4,6.5
667,Duong Cong Huong,B22DCPT951,8.6,9.2,3.5,3.0,6.1
668,Dang Huu Quang,B22DCFT582,8.2,6.5,3.3,1.6,4.9
669,Dang Ngoc Bao,B22DCAT343,6.8,9.1,0.5,0.2,4.1
670,Phan Thanh Chau,B22DCAT424,6.3,7.7,1.1,7.1,5.5
671,Duong Duc Minh,B22DCPT156,8.3,3.6,9.2,8.9,7.5
672,Pham Minh Phuc,B22DCKH248,9.1,9.1,7.9,3.7,7.5
673,Ho Cong Trang,B22DCQT926,7.2,1.9,9.3,0.4,4.7
674,Bui Gia Thao,B22DCAT334,6.8,2.7,1.2,1.3,3.0
675,Huynh Thanh Hai,B22DCBC249,7.0,0.2,5.1,0.6,3.2
676,Hoang Van Linh,B22DCQT459,7.1,3.4,6.5,4.0,5.2
677,Tran Ngoc Khanh,B22DCKT293,7.1,1.9,0.3,4.1,3.4
678,Phan Minh Phuong,B22DCCN170,9.7,3.2,7.7,5.6,6.5
679,Phan Gia Yen,B22DCKT602,8.8,7.7,7.2,4.0,6.9
680,Vu Huu Hung,B22DCKT355,8.8,7.7,6.7,0.1,5.8
681,Do Gia Nam,B22DCFT419,6.5,8.1,4.0,3.8,5.6
682,Nguyen Thanh Ly,B22DCVT947,6.3,4.0,2.0,3.0,3.8
683,Le Quang Yen,B22DCCN732,7.5,8.2,9.5,6.2,7.8
684,Duong Duc Trung,B22DCKT411,9.6,9.4,3.4,4.4,6.7
